locus	description	name
PA1931	probable ferredoxin	PA1931
PA1932	probable hydroxylase molybdopterin-containing subunit	PA1932
PA1933	probable hydroxylase large subunit	PA1933
PA1934	hypothetical protein	PA1934
PA1935	hypothetical protein	PA1935
PA1936	hypothetical protein	PA1936
PA1937	conserved hypothetical protein	PA1937
PA1938	conserved hypothetical protein	PA1938
PA1939	hypothetical protein	PA1939
PA1940	hypothetical protein	PA1940
PA1941	hypothetical protein	PA1941
PA1942	hypothetical protein	PA1942
PA1943	hypothetical protein	PA1943
PA1944	hypothetical protein	PA1944
PA1945	probable transcriptional regulator	PA1945
PA1946	binding protein component precursor of ABC ribose transporter	rbsB
PA1947	ribose transport protein RbsA	rbsA
PA1948	membrane protein component of ABC ribose transporter	rbsC
PA1949	ribose operon repressor RbsR	rbsR
PA1950	ribokinase	rbsK
PA1951	FapF	fapF
PA1952	FapE	fapE
PA1953	FapD	fapD
PA1954	FapC	fapC
PA1955	FapB	fapB
PA1956	FapA	fapA
PA1957	hypothetical protein	PA1957
PA1958	probable transporter	PA1958
PA1959	bacitracin resistance protein	bacA
PA1960	hypothetical protein	PA1960
PA1961	probable transcriptional regulator	PA1961
PA1962	FMN-dependent NADH-azoreductase 2, AzoR2	azoR2
PA1963	hypothetical protein	PA1963
PA1964	probable ATP-binding component of ABC transporter	PA1964
PA1965	hypothetical protein	PA1965
PA1966	hypothetical protein	PA1966
PA1967	hypothetical protein	PA1967
PA1968	hypothetical protein	PA1968
PA1969	hypothetical protein	PA1969
PA1970	hypothetical protein	PA1970
PA1971	branched chain amino acid transporter BraZ	braZ
PA1972	conserved hypothetical protein	PA1972
PA1973	pyrroloquinoline quinone biosynthesis protein F	pqqF
PA1974	hypothetical protein	PA1974
PA1975	hypothetical protein	PA1975
PA1976	ErcS'	ercS'
PA1977	hypothetical protein	PA1977
PA1978	response regulator ErbR	erbR
PA1979	sensor kinase, EraS	eraS
PA1980	response regulator EraR	eraR
PA1981	hypothetical protein	PA1981
PA1982	quinoprotein ethanol dehydrogenase	exaA
PA1983	cytochrome c550	exaB
PA1984	NAD+ dependent aldehyde dehydrogenase ExaC	exaC
PA1985	pyrroloquinoline quinone biosynthesis protein A	pqqA
PA1986	pyrroloquinoline quinone biosynthesis protein B	pqqB
PA1987	pyrroloquinoline quinone biosynthesis protein C	pqqC
PA1988	pyrroloquinoline quinone biosynthesis protein D	pqqD
PA1989	pyrroloquinoline quinone biosynthesis protein E	pqqE
PA1990	PqqH	pqqH
PA1991	probable iron-containing alcohol dehydrogenase	PA1991
PA1992	ErcS	ercS
PA1993	probable major facilitator superfamily (MFS) transporter	PA1993
PA1994	hypothetical protein	PA1994
PA1995	hypothetical protein	PA1995
PA1996	peptidyl-prolyl cis-trans isomerase C1	ppiC1
PA1997	probable AMP-binding enzyme	PA1997
PA1998	transcriptional regulator, DchR	dchR
PA1999	dehydrocarnitine CoA transferase, DchA	dchA
PA2000	dehydrocarnitine CoA transferase, DchB	dchB
PA2001	acetyl-CoA acetyltransferase	atoB
PA2002	conserved hypothetical protein	PA2002
PA2003	3-hydroxybutyrate dehydrogenase	bdhA
PA2004	conserved hypothetical protein	PA2004
PA2005	HbcR	hbcR
PA2006	probable major facilitator superfamily (MFS) transporter	PA2006
PA2007	maleylacetoacetate isomerase	maiA
PA2008	fumarylacetoacetase	fahA
PA2009	homogentisate 1,2-dioxygenase	hmgA
PA2010	probable transcriptional regulator	PA2010
PA2011	3-hydroxy-3-methylglutaryl-CoA lyase	liuE
PA2012	methylcrotonyl-CoA carboxylase, alpha-subunit (biotin-containing)	liuD
PA2013	putative 3-methylglutaconyl-CoA hydratase	liuC
PA2014	methylcrotonyl-CoA carboxylase, beta-subunit	liuB
PA2015	putative isovaleryl-CoA dehydrogenase	liuA
PA2016	regulator of liu genes	liuR
PA2017	hypothetical protein	PA2017
PA2018	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexY	mexY
PA2019	Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexX precursor	mexX
PA2020	MexZ	mexZ
PA2021	hypothetical protein	PA2021
PA2022	probable nucleotide sugar dehydrogenase	PA2022
PA2023	UTP--glucose-1-phosphate uridylyltransferase	galU
PA2024	probable ring-cleaving dioxygenase	PA2024
PA2025	glutathione reductase	gor
PA2026	conserved hypothetical protein	PA2026
PA2027	hypothetical protein	PA2027
PA2028	probable transcriptional regulator	PA2028
PA2029	hypothetical protein	PA2029
PA2030	hypothetical protein	PA2030
PA2031	hypothetical protein	PA2031
PA2032	probable transcriptional regulator	PA2032
PA2033	hypothetical protein	PA2033
PA2034	hypothetical protein	PA2034
PA2035	probable decarboxylase	PA2035
PA2036	hypothetical protein	PA2036
PA2037	hypothetical protein	PA2037
PA2038	hypothetical protein	PA2038
PA2039	hypothetical protein	PA2039
PA2040	Glutamylpolyamine synthetase	pauA4
PA2041	Amino acid permease	PA2041
PA2042	probable transporter (membrane subunit)	PA2042
PA2043	hypothetical protein	PA2043
PA2044	hypothetical protein	PA2044
PA2045	conserved hypothetical protein	PA2045
PA2046	hypothetical protein	PA2046
PA2047	probable transcriptional regulator	PA2047
PA2048	hypothetical protein	PA2048
PA2049	hypothetical protein	PA2049
PA2050	probable sigma-70 factor, ECF subfamily	PA2050
PA2051	probable transmembrane sensor	PA2051
PA2052	cyanate lyase	cynS
PA2053	carbonate dehydratase	cynT
PA2054	transcriptional regulator CynR	cynR
PA2055	probable major facilitator superfamily (MFS) transporter	PA2055
PA2056	probable transcriptional regulator	PA2056
PA2057	TonB-dependent receptor, SppR	sppR
PA2058	ABC transporter substrate-binding protein, SppA	sppA
PA2059	ABC transporter permease, SppB	sppB
PA2060	ABC transporter permease, SppC	sppC
PA2061	ABC transporter ATP-binding protein, SppD	sppD
PA2062	probable pyridoxal-phosphate dependent enzyme	PA2062
PA2063	hypothetical protein	PA2063
PA2064	copper resistance protein B precursor	pcoB
PA2065	copper resistance protein A precursor	pcoA
PA2066	hypothetical protein	PA2066
PA2067	probable hydrolase	PA2067
PA2068	probable major facilitator superfamily (MFS) transporter	PA2068
PA2069	probable carbamoyl transferase	PA2069
PA2070	hypothetical protein	PA2070
PA2071	elongation factor G	fusA2
PA2072	conserved hypothetical protein	PA2072
PA2073	probable transporter (membrane subunit)	PA2073
PA2074	hypothetical protein	PA2074
PA2075	hypothetical protein	PA2075
PA2076	probable transcriptional regulator	PA2076
PA2077	oleate 10S-lipoxygenase	PA2077
PA2078	(7S,10S)-hydroperoxide diol synthase	PA2078
PA2079	probable amino acid permease	PA2079
PA2080	kynureninase KynU	kynU
PA2081	kynurenine formamidase, KynB	kynB
PA2082	KynR	kynR
PA2083	probable ring-hydroxylating dioxygenase subunit	PA2083
PA2084	probable asparagine synthetase	PA2084
PA2085	probable ring-hydroxylating dioxygenase small subunit	PA2085
PA2086	probable epoxide hydrolase	PA2086
PA2087	hypothetical protein	PA2087
PA2088	hypothetical protein	PA2088
PA2089	hypothetical protein	PA2089
PA2090	hypothetical protein	PA2090
PA2091	hypothetical protein	PA2091
PA2092	probable major facilitator superfamily (MFS) transporter	PA2092
PA2093	probable sigma-70 factor, ECF subfamily	PA2093
PA2094	probable transmembrane sensor	PA2094
PA2095	hypothetical protein	PA2095
PA2096	probable transcriptional regulator	PA2096
PA2097	probable flavin-binding monooxygenase	PA2097
PA2098	probable esterase/deacetylase	PA2098
PA2099	probable short-chain dehydrogenase	PA2099
PA2100	probable transcriptional regulator	PA2100
PA2101	conserved hypothetical protein	PA2101
PA2102	hypothetical protein	PA2102
PA2103	probable molybdopterin biosynthesis protein MoeB	PA2103
PA2104	probable cysteine synthase	PA2104
PA2105	probable acetyltransferase	PA2105
PA2106	hypothetical protein	PA2106
PA2107	hypothetical protein	PA2107
PA2108	probable decarboxylase	PA2108
PA2109	hypothetical protein	PA2109
PA2110	hypothetical protein	PA2110
PA2111	hypothetical protein	PA2111
PA2112	conserved hypothetical protein	PA2112
PA2113	pyroglutamate porin OpdO	opdO
PA2114	probable major facilitator superfamily (MFS) transporter	PA2114
PA2115	probable transcriptional regulator	PA2115
PA2116	conserved hypothetical protein	PA2116
PA2117	hypothetical protein	PA2117
PA2118	O6-methylguanine-DNA methyltransferase	ada
PA2119	alcohol dehydrogenase (Zn-dependent)	PA2119
PA2120	hypothetical protein	PA2120
PA2121	probable transcriptional regulator	PA2121
PA2122	hypothetical protein	PA2122
PA2123	probable transcriptional regulator	PA2123
PA2124	probable dehydrogenase	PA2124
PA2125	probable aldehyde dehydrogenase	PA2125
PA2126	cupA gene regulator C, CgrC	cgrC
PA2126.1	cupA gene regulator B, CgrB	cgrB
PA2127	cupA gene regulator A, CgrA	cgrA
PA2128	fimbrial subunit CupA1	cupA1
PA2129	chaperone CupA2	cupA2
PA2130	usher CupA3	cupA3
PA2131	fimbrial subunit CupA4	cupA4
PA2132	chaperone CupA5	cupA5
PA2133	Cyclic-guanylate-specific phosphodiesterase	PA2133
PA2134	hypothetical protein	PA2134
PA2135	probable transporter	PA2135
PA2136	hypothetical protein	PA2136
PA2137	hypothetical protein	PA2137
PA2138	Multifunctional non-homologous end joining protein LigD	ligD
PA2139	hypothetical protein	PA2139
PA2140	probable metallothionein	PA2140
PA2141	hypothetical protein	PA2141
PA2142	probable short-chain dehydrogenase	PA2142
PA2143	hypothetical protein	PA2143
PA2144	glycogen phosphorylase	glgP
PA2145	hypothetical protein	PA2145
PA2146	conserved hypothetical protein	PA2146
PA2147	catalase HPII	katE
PA2148	conserved hypothetical protein	PA2148
PA2149	hypothetical protein	PA2149
PA2150	conserved hypothetical protein	PA2150
PA2151	conserved hypothetical protein	PA2151
PA2152	probable trehalose synthase	PA2152
PA2153	1,4-alpha-glucan branching enzyme	glgB
PA2154	conserved hypothetical protein	PA2154
PA2155	probable phospholipase	PA2155
PA2156	conserved hypothetical protein	PA2156
PA2157	hypothetical protein	PA2157
PA2158	probable alcohol dehydrogenase (Zn-dependent)	PA2158
PA2159	conserved hypothetical protein	PA2159
PA2160	probable glycosyl hydrolase	PA2160
PA2161	hypothetical protein	PA2161
PA2162	probable glycosyl hydrolase	PA2162
PA2163	hypothetical protein	PA2163
PA2164	probable glycosyl hydrolase	PA2164
PA2165	probable glycogen synthase	PA2165
PA2166	hypothetical protein	PA2166
PA2167	hypothetical protein	PA2167
PA2168	hypothetical protein	PA2168
PA2169	hypothetical protein	PA2169
PA2170	hypothetical protein	PA2170
PA2171	hypothetical protein	PA2171
PA2172	hypothetical protein	PA2172
PA2173	hypothetical protein	PA2173
PA2174	hypothetical protein	PA2174
PA2175	hypothetical protein	PA2175
PA2176	hypothetical protein	PA2176
PA2177	probable sensor/response regulator hybrid	PA2177
PA2178	hypothetical protein	PA2178
PA2179	hypothetical protein	PA2179
PA2180	hypothetical protein	PA2180
PA2181	hypothetical protein	PA2181
PA2182	hypothetical protein	PA2182
PA2183	hypothetical protein	PA2183
PA2184	conserved hypothetical protein	PA2184
PA2185	non-heme catalase KatN	katN
PA2186	hypothetical protein	PA2186
PA2187	hypothetical protein	PA2187
PA2188	probable alcohol dehydrogenase (Zn-dependent)	PA2188
PA2189	hypothetical protein	PA2189
PA2190	conserved hypothetical protein	PA2190
PA2191	adenylate cyclase ExoY	exoY
PA2192	conserved hypothetical protein	PA2192
PA2193	hydrogen cyanide synthase HcnA	hcnA
PA2194	hydrogen cyanide synthase HcnB	hcnB
PA2195	hydrogen cyanide synthase HcnC	hcnC
PA2196	TetR family transcriptional regulator	PA2196
PA2197	conserved hypothetical protein	PA2197
PA2198	hypothetical protein	PA2198
PA2199	probable dehydrogenase	PA2199
PA2200	Cyclic-guanylate-specific phosphodiesterase	PA2200
PA2201	hypothetical protein	PA2201
PA2202	probable amino acid permease	PA2202
PA2203	probable amino acid permease	PA2203
PA2204	probable binding protein component of ABC transporter	PA2204
PA2205	hypothetical protein	PA2205
PA2206	LysR-type transcriptional regulator	PA2206
PA2207	hypothetical protein	PA2207
PA2208	hypothetical protein	PA2208
PA2209	hypothetical protein	PA2209
PA2210	probable major facilitator superfamily (MFS) transporter	PA2210
PA2211	conserved hypothetical protein	PA2211
PA2212	conserved hypothetical protein	PA2212
PA2213	probable porin	PA2213
PA2214	putative L-lyxonate transporter	PA2214
PA2215	l-lyxonate dehydratase LyxD	lyxD
PA2216	2-keto-3-deoxy-D-arabinonate dehydratase	PA2216
PA2217	probable aldehyde dehydrogenase	PA2217
PA2218	hypothetical protein	PA2218
PA2219	membrane protein OpdE	opdE
PA2220	probable transcriptional regulator	PA2220
PA2221	conserved hypothetical protein	PA2221
PA2222	hypothetical protein	PA2222
PA2223	hypothetical protein	PA2223
PA2224	hypothetical protein	PA2224
PA2225	hypothetical protein	PA2225
PA2226	QsrO	qsrO
PA2227	AraC-type transcriptional regulator VqsM	vqsM
PA2228	hypothetical protein	PA2228
PA2229	conserved hypothetical protein	PA2229
PA2230	hypothetical protein	PA2230
PA2231	PslA	pslA
PA2232	PslB	pslB
PA2233	PslC	pslC
PA2234	PslD	pslD
PA2235	PslE	pslE
PA2236	PslF	pslF
PA2237	PslG	pslG
PA2238	PslH	pslH
PA2239	PslI	pslI
PA2240	PslJ	pslJ
PA2241	PslL	pslK
PA2242	hypothetical protein	pslL
PA2243	hypothetical protein	pslM
PA2244	hypothetical protein	pslN
PA2245	hypothetical protein	pslO
PA2246	transcriptional regulator BkdR	bkdR
PA2247	2-oxoisovalerate dehydrogenase (alpha subunit)	bkdA1
PA2248	2-oxoisovalerate dehydrogenase (beta subunit)	bkdA2
PA2249	branched-chain alpha-keto acid dehydrogenase (lipoamide component)	bkdB
PA2250	lipoamide dehydrogenase-Val	lpdV
PA2251	hypothetical protein	PA2251
PA2252	probable AGCS sodium/alanine/glycine symporter	PA2252
PA2253	L-asparaginase I	ansA
PA2254	paerucumarin biosynthesis protein PvcA	pvcA
PA2255	paerucumarin biosynthesis protein PvcB	pvcB
PA2256	paerucumarin biosynthesis protein PvcC	pvcC
PA2257	paerucumarin biosynthesis protein PvcD	pvcD
PA2258	transcriptional regulator PtxR	ptxR
PA2259	transcriptional regulator PtxS	ptxS
PA2260	hypothetical protein	PA2260
PA2261	probable 2-ketogluconate kinase	PA2261
PA2262	probable 2-ketogluconate transporter	PA2262
PA2263	probable 2-hydroxyacid dehydrogenase	PA2263
PA2264	conserved hypothetical protein	PA2264
PA2265	gluconate dehydrogenase	PA2265
PA2266	probable cytochrome c precursor	PA2266
PA2267	probable transcriptional regulator	PA2267
PA2268	hypothetical protein	PA2268
PA2269	conserved hypothetical protein	PA2269
PA2270	probable transcriptional regulator	PA2270
PA2271	probable acetyltransferase	PA2271
PA2272	penicillin-binding protein 3A	pbpC
PA2273	SoxR	soxR
PA2274	hypothetical protein	PA2274
PA2275	probable alcohol dehydrogenase (Zn-dependent)	PA2275
PA2276	probable transcriptional regulator	PA2276
PA2277	ArsR protein	arsR
PA2278	ArsB protein	arsB
PA2279	ArsC protein	arsC
PA2280	oxidoreductase	PA2280
PA2281	probable transcriptional regulator	PA2281
PA2282	hypothetical protein	PA2282
PA2283	hypothetical protein	PA2283
PA2284	hypothetical protein	PA2284
PA2285	hypothetical protein	PA2285
PA2286	hypothetical protein	PA2286
PA2287	hypothetical protein	PA2287
PA2288	hypothetical protein	PA2288
PA2289	conserved hypothetical protein	PA2289
PA2290	glucose dehydrogenase	gcd
PA2291	probable glucose-sensitive porin	PA2291
PA2292	hypothetical protein	PA2292
PA2293	hypothetical protein	PA2293
PA2294	probable ATP-binding component of ABC transporter	PA2294
PA2295	probable permease of ABC transporter	PA2295
PA2296	hypothetical protein	PA2296
PA2297	probable ferredoxin	PA2297
PA2298	probable oxidoreductase	PA2298
PA2299	probable transcriptional regulator	PA2299
PA2300	chitinase	chiC
PA2301	hypothetical protein	PA2301
PA2302	AmbE	ambE
PA2303	AmbD	ambD
PA2304	AmbC	ambC
PA2305	AmbB	ambB
PA2306	AmbA	ambA
PA2307	probable permease of ABC transporter	PA2307
PA2308	probable ATP-binding component of ABC transporter	PA2308
PA2309	hypothetical protein	PA2309
PA2310	hypothetical protein	PA2310
PA2311	hypothetical protein	PA2311
PA2312	probable transcriptional regulator	PA2312
PA2313	hypothetical protein	PA2313
PA2314	probable major facilitator superfamily (MFS) transporter	PA2314
PA2315	hypothetical protein	PA2315
PA2316	probable transcriptional regulator	PA2316
PA2317	probable oxidoreductase	PA2317
PA2318	hypothetical protein	PA2318
PA2319	probable transposase	PA2319
PA2320	transcriptional regulator GntR	gntR
PA2321	gluconokinase	PA2321
PA2322	gluconate permease	PA2322
PA2323	probable glyceraldehyde-3-phosphate dehydrogenase	PA2323
PA2324	hypothetical protein	PA2324
PA2325	hypothetical protein	PA2325
PA2326	hypothetical protein	PA2326
PA2327	probable permease of ABC transporter	PA2327
PA2328	hypothetical protein	PA2328
PA2329	probable ATP-binding component of ABC transporter	PA2329
PA2330	hypothetical protein	PA2330
PA2331	hypothetical protein	PA2331
PA2332	probable transcriptional regulator	PA2332
PA2333	probable sulfatase	PA2333
PA2334	probable transcriptional regulator	PA2334
PA2335	probable TonB-dependent receptor	PA2335
PA2336	hypothetical protein	PA2336
PA2337	transcriptional regulator MtlR	mtlR
PA2338	probable binding protein component of ABC maltose/mannitol transporter	PA2338
PA2339	probable binding-protein-dependent maltose/mannitol transport protein	PA2339
PA2340	probable binding-protein-dependent maltose/mannitol transport protein	PA2340
PA2341	probable ATP-binding component of ABC maltose/mannitol transporter	PA2341
PA2342	mannitol dehydrogenase	mtlD
PA2343	xylulose kinase	mtlY
PA2344	fructokinase	mtlZ
PA2345	conserved hypothetical protein	PA2345
PA2346	conserved hypothetical protein	PA2346
PA2347	hypothetical protein	PA2347
PA2348	conserved hypothetical protein	PA2348
PA2349	conserved hypothetical protein	PA2349
PA2350	probable ATP-binding component of ABC transporter	PA2350
PA2351	probable permease of ABC transporter	PA2351
PA2352	probable glycerophosphoryl diester phosphodiesterase	PA2352
PA2353	conserved hypothetical protein	PA2353
PA2354	probable transcriptional regulator	PA2354
PA2355	probable FMNH2-dependent monooxygenase	PA2355
PA2356	methanesulfonate sulfonatase MsuD	msuD
PA2357	NADH-dependent FMN reductase MsuE	msuE
PA2358	hypothetical protein	PA2358
PA2359	probable transcriptional regulator	sfa3
PA2360	hypothetical protein	hsiA3
